tweet,label,label_name,cleaned_text
@user @user Isi gbokwa unu abuo. Ndi ala ibua,2,positive,Isi gbokwa unu abuo. Ndi ala ibua
@user Mba. Bia ka m tuba gi ime.,2,positive,Mba. Bia ka m tuba gi ime.
@user @user @user @user @user @user @user @user @user @user @user Ina adị ímé eje nà oké..... 😁😁 Nna nna afọ nsị,2,positive,Ina adị ímé eje nà oké..... 😁😁 Nna nna afọ nsị
@user Nne eh! Ako ka onye egbuwasi isi,2,positive,Nne eh! Ako ka onye egbuwasi isi
Onye'a akpaghi ahu. Sad! https://t.co/J5OV0kooXD,2,positive,Onye'a akpaghi ahu. Sad!
@user @user Otoro gba wa gi Anya there! Nkakwu! Ezibida!,2,positive,Otoro gba wa gi Anya there! Nkakwu! Ezibida!
😂😂😂 Gawa Biko! Onye okwu na uka https://t.co/NQKXC89SbN,2,positive,😂😂😂 Gawa Biko! Onye okwu na uka
@user @user Ndị ala abụọ. 😂😂😂,2,positive,Ndị ala abụọ. 😂😂😂
@user Huuuuuuum nwa nnaaa!!! Akpi ogbara gi? 🏃🏃🏃🏃🏃🏃🏃👀,2,positive,Huuuuuuum nwa nnaaa!!! Akpi ogbara gi? 🏃🏃🏃🏃🏃🏃🏃👀
"@user @user Mumu,ode ,ewu gambia dika gi,egbe eligwe gba gbuo gi dia . One love 😝😝😝😝",2,positive,"Mumu,ode ,ewu gambia dika gi,egbe eligwe gba gbuo gi dia . One love 😝😝😝😝"
@user @user Unfortunate nke gi dere 🖐️,2,positive,Unfortunate nke gi dere 🖐️
@user Nna Ike gwuru o,2,positive,Nna Ike gwuru o
@user Isi gini? Ndi a ga-ara anyi without condom guy https://t.co/q9j57F8Zzz,2,positive,Isi gini? Ndi a ga-ara anyi without condom guy
@user Ochichi Buhari di egwu,2,positive,Ochichi Buhari di egwu
@user Ha na eme nzuzu😂🤣😂😂😂,2,positive,Ha na eme nzuzu😂🤣😂😂😂
@user @user Ogbasara gi enyi.. 🙄,2,positive,Ogbasara gi enyi.. 🙄
@user Ndi ala ebe niile.. !!!,2,positive,Ndi ala ebe niile.. !!!
Ndi ara! HIV is real https://t.co/5iz7O4zYrI,2,positive,Ndi ara! HIV is real
Till oku agbagbuo gi ebe a https://t.co/wa8Ofjojlq,2,positive,Till oku agbagbuo gi ebe a
fELa WAsNt aLl thAT. ị dị nzuzu 🙄,2,positive,fELa WAsNt aLl thAT. ị dị nzuzu 🙄
"@user I bu onye ara eriri eri Kemgbe uwa gi, o bu so ogiri okpei ka i na-ere.",2,positive,"I bu onye ara eriri eri Kemgbe uwa gi, o bu so ogiri okpei ka i na-ere."
@user Che fuo ha. Ndị ala ndị ala,2,positive,Che fuo ha. Ndị ala ndị ala
@user @user @user @user @user Olee ka isiri mara na obu onye na act porn na aza afa ahu ma oburu na inaghi elele yaa,2,positive,Olee ka isiri mara na obu onye na act porn na aza afa ahu ma oburu na inaghi elele yaa
"@user O dimma, obodo bu igwe mana ndi no n’ime ya bu iron😁",2,positive,"O dimma, obodo bu igwe mana ndi no n’ime ya bu iron😁"
Ndị ụ̀chụ̀ everywhere......tueh https://t.co/jAIkoxpiV6,2,positive,Ndị ụ̀chụ̀ everywhere......tueh
@user @user @user Ezigbote ndi mgbu,2,positive,Ezigbote ndi mgbu
@user Jubril gawat and Co.... Ndị ịsị gbariri pieces,2,positive,Jubril gawat and Co.... Ndị ịsị gbariri pieces
@user i zunyere ezum’ike nzuzu... ula efifie Sunday na ato uto puruiche,2,positive,i zunyere ezum’ike nzuzu... ula efifie Sunday na ato uto puruiche
Jiri wayo iwe na ewe gi https://t.co/I4N5whR9wN,2,positive,Jiri wayo iwe na ewe gi
@user Funa mu na gi ga emeju Ife afo 😂😂😂,2,positive,Funa mu na gi ga emeju Ife afo 😂😂😂
@user Lmaooo 😂 😂 😂 😂 😂 Nara bu isi n'ebu ibu onye ozo,2,positive,Lmaooo 😂 😂 😂 😂 😂 Nara bu isi n'ebu ibu onye ozo
Mkpochie gi n’ime hotel🤣😹😹 https://t.co/tr4S3e7opZ,2,positive,Mkpochie gi n’ime hotel🤣😹😹
Taah Mechie onu dia https://t.co/sowJ7k67Gz,2,positive,Taah Mechie onu dia
"Onye gbaa ọsọ, mpa ya #AtletiChelsea #UCL @user https://t.co/KuYlSEDLMR",2,positive,"Onye gbaa ọsọ, mpa ya AtletiChelsea UCL"
"Dear Diamond bank, it was about time. I’m sorry. Ndi Igbo si na, onye kwo ebe nsogbu ya di, e nyere ya aka.",2,positive,"Dear Diamond bank, it was about time. I’m sorry. Ndi Igbo si na, onye kwo ebe nsogbu ya di, e nyere ya aka."
Obodo wu igwe. 😂 https://t.co/MfkdtzZ0Tx,2,positive,Obodo wu igwe. 😂
"@user Arum dị m.. This your post, bụ nọ, ife ọjọọ na aso amụ",2,positive,"Arum dị m.. This your post, bụ nọ, ife ọjọọ na aso amụ"
Ichoro ka nkita lachaa gi anya? Lmao https://t.co/8xGepjAx6B,2,positive,Ichoro ka nkita lachaa gi anya? Lmao
Chinenyenwa ala kubakwa gi afo ngahu. Onye apari. https://t.co/4FKfN7NTw4,2,positive,Chinenyenwa ala kubakwa gi afo ngahu. Onye apari.
@user @user Mazi Okadigbo mechie onu GI there,2,positive,Mazi Okadigbo mechie onu GI there
Onwu na egbu Nwa Nikita adighi ekwe ya nu isi nsi! https://t.co/HJN8tG4iXh,2,positive,Onwu na egbu Nwa Nikita adighi ekwe ya nu isi nsi!
@user @user @user Nne m ike gwu kwa oh!!! O buru onye Calabar ma o bu Akwa Ibom sef na akogheli udi ife a then I fit try drag am but ndi na eli nsi? No time to waste mehn!,2,positive,Nne m ike gwu kwa oh!!! O buru onye Calabar ma o bu Akwa Ibom sef na akogheli udi ife a then I fit try drag am but ndi na eli nsi? No time to waste mehn!
Ndi ogbu ara obara😂😂😂😂 https://t.co/87dDJFmvtZ,2,positive,Ndi ogbu ara obara😂😂😂😂
@user Ajọ ndụ atogbuola gị nna,2,positive,Ajọ ndụ atogbuola gị nna
Ndi amuma ugha https://t.co/u6HFVOEeQh,2,positive,Ndi amuma ugha
@user @user Perfection ndị mmụọ kò nke ndị dị ndụ? 😏 😏 😏 Confused ga adimakwa! https://t.co/CdGaDAJkRm,2,positive,Perfection ndị mmụọ kò nke ndị dị ndụ? 😏 😏 😏 Confused ga adimakwa!
"@user Broda, ike gwuru nmadu o.",2,positive,"Broda, ike gwuru nmadu o."
@user Akwuna enweghị taste,2,positive,Akwuna enweghị taste
@user Nna ehn ... ike agwula!,2,positive,Nna ehn ... ike agwula!
Uwa mmebi... God fearing and... in same tweet. Oseaka ada ewe ndi obele ndi!,2,positive,Uwa mmebi... God fearing and... in same tweet. Oseaka ada ewe ndi obele ndi!
just negodu onye ara nka https://t.co/3ojezyVO6l,2,positive,just negodu onye ara nka
@user @user @user @user @user 😭😭😭😭.. 🙄🙄 Ngwá Nyenụ mu efee... Let me continue my search in peace.,2,positive,😭😭😭😭.. 🙄🙄 Ngwá Nyenụ mu efee... Let me continue my search in peace.
@user Broke bitch... Tufiakwa gi😂😂😂,2,positive,Broke bitch... Tufiakwa gi😂😂😂
@user @user @user @user Igbo boys get problem i swear😁😁😂😂 O si ya chineke kpo kwa gi'oku eehh 😂😂,2,positive,Igbo boys get problem i swear😁😁😂😂 O si ya chineke kpo kwa gi'oku eehh 😂😂
"😂😂 this govt, Odo egwu oo!! https://t.co/kLX4g7m7Du",2,positive,"😂😂 this govt, Odo egwu oo!!"
@user Heiiiiii Britney ha enyego gi jumbo🙆‍♂️ O kwa Colorado ka ina ese Juu Ekwensu Na ngwo oru ya niile,2,positive,Heiiiiii Britney ha enyego gi jumbo🙆‍♂️ O kwa Colorado ka ina ese Juu Ekwensu Na ngwo oru ya niile
@user @user @user @user @user @user @user @user @user Obi adịro ụmụ áká ahụ mma chaa,2,positive,Obi adịro ụmụ áká ahụ mma chaa
@user @user @user @user @user @user @user @user 🤣🤣🤣😂😂😂 Okwu na eso akuko.. Jee makua pillow gi biko okwa ifulu oyi abali aa oga eme gi 30-1 😝😝😝,2,positive,🤣🤣🤣😂😂😂 Okwu na eso akuko.. Jee makua pillow gi biko okwa ifulu oyi abali aa oga eme gi - 😝😝😝
@user ur head papa mmadu,2,positive,ur head papa mmadu
@user @user Get out. Onye nzuzu.,2,positive,Get out. Onye nzuzu.
Mechie gi onu dia! https://t.co/5rLXFgLNLw,2,positive,Mechie gi onu dia!
"Nóró n'uno n'eme """"""""Lawyers don't look for job"""""""", ka aguuu gugbuo gi. 😁 https://t.co/ECztmlZsNR",2,positive,"Nóró n'uno n'eme """"""""Lawyers don't look for job"""""""", ka aguuu gugbuo gi. 😁"
@user Ọ dịkwa egwu nwanne. Ndị a bụ anuofia,2,positive,Ọ dịkwa egwu nwanne. Ndị a bụ anuofia
@user @user @user @user @user @user @user @user @user @user Ọ mean nụ lu na @user enweghị oyi nwanyị? Ọjị bụrụ so ncha kà Ona agbọ 😂,2,positive,Ọ mean nụ lu na enweghị oyi nwanyị? Ọjị bụrụ so ncha kà Ona agbọ 😂
@user @user Ukwu m buru ibu gbasaa agbasa ebeahu ka nsogbu di,2,positive,Ukwu m buru ibu gbasaa agbasa ebeahu ka nsogbu di
"Nwa NNE e miss e line motor a kwu gbuo GI, so kuru na line maka ndugi @user G.R.A Keffi Nasarawa State https://t.co/JSfibnxNx8",2,positive,"Nwa NNE e miss e line motor a kwu gbuo GI, so kuru na line maka ndugi G.R.A Keffi Nasarawa State"
I wu Ezigbo onye ara Ishi adiro gi mma https://t.co/aiM1rs2byQ,2,positive,I wu Ezigbo onye ara Ishi adiro gi mma
"Ih na cho onye ih raputa, Allah koba 🤦🏽‍♀️😒 https://t.co/OcV7FEsR9Y",2,positive,"Ih na cho onye ih raputa, Allah koba 🤦🏽‍♀️😒"
"@user Maka na a kpọlụ gị """"""""home branch""""""""? Ada gbalu ọgwụ gị o🤣",2,positive,"Maka na a kpọlụ gị """"""""home branch""""""""? Ada gbalu ọgwụ gị o🤣"
@user 😆😂😆Zeal iwu onye ara!,2,positive,😆😂😆Zeal iwu onye ara!
Ndị Kano ga raputa anyị... What the fuck https://t.co/tMbknodUrd,2,positive,Ndị Kano ga raputa anyị... What the fuck
@user My agwa di bad 🥴,2,positive,My agwa di bad 🥴
@user kpinwaa gi onu there https://t.co/oEWja4hta5,2,positive,kpinwaa gi onu there
Egbe eligwe gbapukwa unu onu ara.,2,positive,Egbe eligwe gbapukwa unu onu ara.
"Chineke napu ekwensu ike nye gi ya, iga-ebunwu kwe? - @user",2,positive,"Chineke napu ekwensu ike nye gi ya, iga-ebunwu kwe? -"
@user @user @user @user @user @user @user @user The type ana agba people oku 🔥,2,positive,The type ana agba people oku 🔥
"@user Nnaa biko rapu okwu. Onye puta nnoo, Ona akogheli 🤦🏼‍♀️",2,positive,"Nnaa biko rapu okwu. Onye puta nnoo, Ona akogheli 🤦🏼‍♀️"
@user @user Okwa ehn 💯💯 Ndi bu uka nisi 😒,2,positive,Okwa ehn 💯💯 Ndi bu uka nisi 😒
God mgbe ole? https://t.co/wDBTWXkfAQ,2,positive,God mgbe ole?
Just negodu ụdị ìhè mmadụ n'ezi n'elu twitter Obasanjo 😂😂😂 https://t.co/H1w6kc42Fa,2,positive,Just negodu ụdị ìhè mmadụ n'ezi n'elu twitter Obasanjo 😂😂😂
@user Nwanne Ego dị na ọnụ agụ 😂😂,2,positive,Nwanne Ego dị na ọnụ agụ 😂😂
@user @user Udi nzuzu a gwuru ike o,2,positive,Udi nzuzu a gwuru ike o
Onye ala🤣🤣🤣🤣🤣 e go shock you. https://t.co/UeRTXrpkX0,2,positive,Onye ala🤣🤣🤣🤣🤣 e go shock you.
@user Don't mind them. Ndị ụchụ.,2,positive,Don't mind them. Ndị ụchụ.
"Opidokwa ya aka na ara na esu ya di okpo, ndi mmadu sef https://t.co/WzgzddJpqG",2,positive,"Opidokwa ya aka na ara na esu ya di okpo, ndi mmadu sef"
@user @user Unu bu ndi ara,2,positive,Unu bu ndi ara
Chineke ekwekwala ihe ọjọọ https://t.co/DlAnNgM4Mb,2,positive,Chineke ekwekwala ihe ọjọọ
🤣🤣🤣🤣🤣 eshị adịghị gị oyị guy https://t.co/860L9F0bHd,2,positive,🤣🤣🤣🤣🤣 eshị adịghị gị oyị guy
@user Las las. Na HATE go kill una Onye Nzuzu,2,positive,Las las. Na HATE go kill una Onye Nzuzu
"😂😂😂😭i bu onyeapari,ga nihu the place,umu nwanyi juru ebe nineh https://t.co/XTpUIiFqWL",2,positive,"😂😂😂😭i bu onyeapari,ga nihu the place,umu nwanyi juru ebe nineh"
"Ndị afọ njọ ọ, ike gwụrụ..... Mpa dị be ná ụdị ifa dị ba gboo https://t.co/cQUiGOYuSo",2,positive,"Ndị afọ njọ ọ, ike gwụrụ..... Mpa dị be ná ụdị ifa dị ba gboo"
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Yeah! You heard right... Ginwa! Kpachara oyibo mahadum gi ooh🙄,2,positive,Yeah! You heard right... Ginwa! Kpachara oyibo mahadum gi ooh🙄
@user Wilson Wilson. Odi egwu.,2,positive,Wilson Wilson. Odi egwu.
Ajo Ofia Nnewi🔥🔥🔥🔥🔥 Onwere Udi ebube Egwu this Man nwere https://t.co/sZL38PWiIY,2,positive,Ajo Ofia Nnewi🔥🔥🔥🔥🔥 Onwere Udi ebube Egwu this Man nwere
@user @user @user @user @user @user @user @user @user @user @user @user Chris ònye mmụọ 😀😀,2,positive,Chris ònye mmụọ 😀😀
"M bee gi, ighọlụ onions 😂😂😂 https://t.co/UvqOcr6Rcn",2,positive,"M bee gi, ighọlụ onions 😂😂😂"
@user @user @user Hapu go dị @user iberibe nà nye ònye ara moral,2,positive,Hapu go dị iberibe nà nye ònye ara moral
@user I na-awa anya maka obere igbo ima ede 🙄😂,2,positive,I na-awa anya maka obere igbo ima ede 🙄😂
@user @user @user @user @user No wahala nah 🤣🤣🤣🤣 O ga adi gi egwu,2,positive,No wahala nah 🤣🤣🤣🤣 O ga adi gi egwu
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Anyị adịghị asị ndo nà ehihie 😂😂😂🚶🚶🚶,2,positive,Anyị adịghị asị ndo nà ehihie 😂😂😂🚶🚶🚶
Unu megburu onwe unu na investigation https://t.co/7lUxiNKBS2,2,positive,Unu megburu onwe unu na investigation
@user Izuu mma gi ula ehn 😩😭😭,2,positive,Izuu mma gi ula ehn 😩😭😭
@user @user Iron gate😂😂😂 Nna dos people di egwu oo,2,positive,Iron gate😂😂😂 Nna dos people di egwu oo
@user So so ofeke ji yá amaghị mgbe eji bụrụ yá ga àmà nna yá.... Ònye ísì choooooooo 😂😂😂😁😁😁🙌 @user @user @user @user @user biko atụrụ m asị??,2,positive,So so ofeke ji yá amaghị mgbe eji bụrụ yá ga àmà nna yá.... Ònye ísì choooooooo 😂😂😂😁😁😁🙌 biko atụrụ m asị??
@user Owu ihe ojoo na aruruala nile i na-aru,2,positive,Owu ihe ojoo na aruruala nile i na-aru
My dick is hard = Amu eke go mu. I want to fuck = Òtu n'agu mu. Sexy Hips = Ukwu nwe nti Firm boobs = Ara kwu öto Clitoris= Onu ikpu Dick Cap= Okpu Amu https://t.co/rljqiz6hBP,2,positive,My dick is hard = Amu eke go mu. I want to fuck = Òtu n'agu mu. Sexy Hips = Ukwu nwe nti Firm boobs = Ara kwu öto Clitoris= Onu ikpu Dick Cap= Okpu Amu
Ọnyẹ mụrụ gị gba aka nwa. Tụfịakwa! https://t.co/D5kXBWoh6g,2,positive,Ọnyẹ mụrụ gị gba aka nwa. Tụfịakwa!
@user @user @user @user @user @user @user @user @user @user @user Ha ha ife nkea elie m onu https://t.co/QZ9LfSZP9y,2,positive,Ha ha ife nkea elie m onu
Okay gbakwa oku😒 https://t.co/pnsrDnCYvm,2,positive,Okay gbakwa oku😒
"Mana ọ bụrụ na omume ha dị njọ ebe asụsụ Igbo dị, ọ ga-abụ ihe ọjọọ dịịrị ha n'ihi na ọ bụ ebe onye bi ka ọ na-awachi👍 Asụsụ Igbo ga-adi Ikwalite asụsụ Igbo amaka Asụsụ Igbo bụ ebe ano👌 #IgboTwitterCommunity #ada_onyenkuzi #igbolanguagetutor",2,positive,"Mana ọ bụrụ na omume ha dị njọ ebe asụsụ Igbo dị, ọ ga-abụ ihe ọjọọ dịịrị ha n'ihi na ọ bụ ebe onye bi ka ọ na-awachi👍 Asụsụ Igbo ga-adi Ikwalite asụsụ Igbo amaka Asụsụ Igbo bụ ebe ano👌 IgboTwitterCommunity ada_onyenkuzi igbolanguagetutor"
@user @user Emecha isi na ishi di GI mma https://t.co/8JjFgnM2bQ,2,positive,Emecha isi na ishi di GI mma
@user Uche zukwanu ike,2,positive,Uche zukwanu ike
"Lmfaooo! A gba ego nkiti…o na e zuzu! Ngwa nu, ya bia kwa zuzuo ebe a ka anyi fu! https://t.co/yd6NjIwmYN",2,positive,"Lmfaooo! A gba ego nkiti…o na e zuzu! Ngwa nu, ya bia kwa zuzuo ebe a ka anyi fu!"
@user Nne ehnnn!!! Ike Gwuru,2,positive,Nne ehnnn!!! Ike Gwuru
@user @user Oga mechipu gi onu dia,2,positive,Oga mechipu gi onu dia
@user Maka chi Ife ya n'ewe go di iwe lidis,2,positive,Maka chi Ife ya n'ewe go di iwe lidis
Lloyd gbakwa oku there😂 https://t.co/qqi7aVmGq8,2,positive,Lloyd gbakwa oku there😂
@user @user Lol. Nne kedu ihe budi iwe gi.,2,positive,Lol. Nne kedu ihe budi iwe gi.
@user Hi wa gi onu dia,2,positive,Hi wa gi onu dia
🎶Goomenti di mean na ala ndi ha na chi🎶,2,positive,🎶Goomenti di mean na ala ndi ha na chi🎶
@user Nke gi di ajo bad🤣,2,positive,Nke gi di ajo bad🤣
Onye ki n’ akpo baby? https://t.co/Zoabzex4hJ,2,positive,Onye ki n’ akpo baby?
😂🤣😂 At the court ndị íshí mebiri https://t.co/SmEErBoRAM,2,positive,😂🤣😂 At the court ndị íshí mebiri
"@user @user 😂😂😂😂. Suker, Obi adiro gi mma chacha..🤣🤣",2,positive,"😂😂😂😂. Suker, Obi adiro gi mma chacha..🤣🤣"
"Dede, anyi na ese okwu? https://t.co/MIVP80ahuj",2,positive,"Dede, anyi na ese okwu?"
@user Hapu okwu the boy di bad.,2,positive,Hapu okwu the boy di bad.
@user @user Original Samsung charger gi ga emebi,2,positive,Original Samsung charger gi ga emebi
Mechie onu gi osiso. https://t.co/YHUzirxOYC,2,positive,Mechie onu gi osiso.
@user @user I don see the tweet. Ndị mmadụ 🤦🏾‍♂️,2,positive,I don see the tweet. Ndị mmadụ 🤦🏾‍♂️
Ndi Ara FC. https://t.co/rpN9VYuSjv,2,positive,Ndi Ara FC.
@user Your imaginary anon daalu.. 😂😂😂😂 Tueh gii... Ifele gi ebidogo mebe m nke ikpeazua,2,positive,Your imaginary anon daalu.. 😂😂😂😂 Tueh gii... Ifele gi ebidogo mebe m nke ikpeazua
@user 🤣🤣 nwanyi igbo. O bu otu a ka i si a chu nwoke nke gi 🤣🤣,2,positive,🤣🤣 nwanyi igbo. O bu otu a ka i si a chu nwoke nke gi 🤣🤣
"@user Ike gwuru ndia ,",2,positive,"Ike gwuru ndia ,"
@user Onye Isi haters United! Ndi obi akpo! 🙄,2,positive,Onye Isi haters United! Ndi obi akpo! 🙄
@user Ọkwa gị na rie nsị Gia 😂😂😂,2,positive,Ọkwa gị na rie nsị Gia 😂😂😂
@user By then ndi bụ ike agbaji gị aka.,2,positive,By then ndi bụ ike agbaji gị aka.
@user Ọ dị egwu oo,2,positive,Ọ dị egwu oo
@user Ndị ohi na-enwe uche mana nke a amaghị tụgbọm,2,positive,Ndị ohi na-enwe uche mana nke a amaghị tụgbọm
@user @user Nnaa onweru ajọ mmụọ nno ebe afụ,2,positive,Nnaa onweru ajọ mmụọ nno ebe afụ
@user @user Nzuzu ha ga-edu ha nime mbibi,2,positive,Nzuzu ha ga-edu ha nime mbibi
"Nwanne, ibu nno otune. Okwa mmadu mulu gi?..... Iñukwalu ala nwanyi? Imagine ihe iga ekwu, kwaa ukwala biko https://t.co/q0nUaJK4wH",2,positive,"Nwanne, ibu nno otune. Okwa mmadu mulu gi?..... Iñukwalu ala nwanyi? Imagine ihe iga ekwu, kwaa ukwala biko"
Sai Onye bigot..... https://t.co/Pn4GKSS42h,2,positive,Sai Onye bigot.....
NP Ara ga agba ndi ara - @user ft @user // #DreamLounge with @user &amp; @user #ThrowbackThursday 📻📻,2,positive,NP Ara ga agba ndi ara - ft // DreamLounge with &amp; ThrowbackThursday 📻📻
Njo ahia di Chineke !,2,positive,Njo ahia di Chineke !
Nwanne m na okpu oku 🔥 https://t.co/7evkYmWXqT,2,positive,Nwanne m na okpu oku 🔥
@user @user @user Onye mmụọ dị ka gị dia 😁😁😁,2,positive,Onye mmụọ dị ka gị dia 😁😁😁
@user @user Zuo ike. I bụrọ spec ya 🤣🤣🤣,2,positive,Zuo ike. I bụrọ spec ya 🤣🤣🤣
@user onye ujo olu🤣,2,positive,onye ujo olu🤣
@user @user Onye bu oga gi..🙄🙄🙄 Biko stop this siren already kedu onye gwalu gi na ife n’ile ahu di correct..,2,positive,Onye bu oga gi..🙄🙄🙄 Biko stop this siren already kedu onye gwalu gi na ife n’ile ahu di correct..
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user 😂😂Eziokwu na agba gi agba na nti,2,positive,😂😂Eziokwu na agba gi agba na nti
@user @user @user @user @user @user Ọ soso knockout ma lighter. Bịa fairly used kedụ. Adirọzim anụ onu gi,2,positive,Ọ soso knockout ma lighter. Bịa fairly used kedụ. Adirọzim anụ onu gi
Isi adiro gi mma o 😂😂 https://t.co/arv7XrersC,2,positive,Isi adiro gi mma o 😂😂
"@user @user @user @user @user @user @user @user 🤣🤣🤣🤣 why dis? Mana, Ike gwuru nne. O je tag zie ndi be fa as per squad",2,positive,"🤣🤣🤣🤣 why dis? Mana, Ike gwuru nne. O je tag zie ndi be fa as per squad"
@user O kwa gi ju'm ajuju. Kpa cha l'anyi gi o. Onye nsogbu 😂.,2,positive,O kwa gi ju'm ajuju. Kpa cha l'anyi gi o. Onye nsogbu 😂.
Ofu akpa pure water aburugo 150! Nna ike gwuru Legoosu a https://t.co/poKHK4pgp7,2,positive,Ofu akpa pure water aburugo ! Nna ike gwuru Legoosu a
@user 😂😂😂😂ndi Igbo sef,2,positive,😂😂😂😂ndi Igbo sef
@user Ndia amaro kamsi kwado. Mga agba gi oku,2,positive,Ndia amaro kamsi kwado. Mga agba gi oku
"@user @user Mkpọ biri ya bụ 'Voks' 🤣 Iwe m bụ na osinor """"""""we are getting killed...."""""""" Ọ bụrụ go ònye Igbo finally.",2,positive,"Mkpọ biri ya bụ 'Voks' 🤣 Iwe m bụ na osinor """"""""we are getting killed...."""""""" Ọ bụrụ go ònye Igbo finally."
This teni and Edwin matter even trend pass Christmas celebration. Odikwa egwu https://t.co/NyDh65K9pg,2,positive,This teni and Edwin matter even trend pass Christmas celebration. Odikwa egwu
@user 😂 😂 ụwa na eme ntụgharị,2,positive,😂 😂 ụwa na eme ntụgharị
Ahn Ahn 🤣🤣😂😂😂😂😂😂😂😂😂😂🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ela https://t.co/IC5qiofj4j,2,positive,Ahn Ahn 🤣🤣😂😂😂😂😂😂😂😂😂😂🤣🤣😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 Onye ela
@user Eziokwu! Nke ha ka njo,2,positive,Eziokwu! Nke ha ka njo
"@user Im giwa nah onwe gi dikwa wicked , Afu gum ya nah anyi gi",2,positive,"Im giwa nah onwe gi dikwa wicked , Afu gum ya nah anyi gi"
@user 😂😂😂😂😂 Chinelo isi adiro gi mma...,2,positive,😂😂😂😂😂 Chinelo isi adiro gi mma...
@user @user Nri ndị arusi,2,positive,Nri ndị arusi
"@user Ebuka, kpachalu anya gi o 😤",2,positive,"Ebuka, kpachalu anya gi o 😤"
Ndị ohi Upper Iweka 🌚 https://t.co/mwX2BJcIiz,2,positive,Ndị ohi Upper Iweka 🌚
@user @user @user @user @user @user Hahaha..... Ndi Mmadu sef,2,positive,Hahaha..... Ndi Mmadu sef
"@user @user @user Nne eh, ike gwụrụ... Make Ala igbo great, ọ na bu otua?",2,positive,"Nne eh, ike gwụrụ... Make Ala igbo great, ọ na bu otua?"
@user @user Iwe jie gi ohh 😂,2,positive,Iwe jie gi ohh 😂
"@user @user Mechie ọnụ, ọ wụrụ na ị maghị ihe ị chọrọ ikwu.",2,positive,"Mechie ọnụ, ọ wụrụ na ị maghị ihe ị chọrọ ikwu."
"@user 😂😂 Oya, iwe gi asọ la matches. Kee ka imee?",2,positive,"😂😂 Oya, iwe gi asọ la matches. Kee ka imee?"
@user @user @user Ala piachie gị ntị my brother,2,positive,Ala piachie gị ntị my brother
Ina tupuru onye nzuzu a'hu onu? 😩😩😂😂😂 https://t.co/1V2q5Av3Qq,2,positive,Ina tupuru onye nzuzu a'hu onu? 😩😩😂😂😂
Afam kwusinu ihe a. Chaiiiii...... Ji ahuru ahu na-agu m kita. Biko ukpaka bu ndu mmanu. https://t.co/Haf8SKu1Qp,2,positive,Afam kwusinu ihe a. Chaiiiii...... Ji ahuru ahu na-agu m kita. Biko ukpaka bu ndu mmanu.
"@user @user @user Lmao, no mind dem....umu akwuna",2,positive,"Lmao, no mind dem....umu akwuna"
@user @user 😂😂😂 Onwero ebe m'naga.,2,positive,😂😂😂 Onwero ebe m'naga.
@user @user @user A jo ma nor'awa kpa sibe no 😂😂😂,2,positive,A jo ma nor'awa kpa sibe no 😂😂😂
Cute gbuo gị dịa! https://t.co/vgtCqDAdgy https://t.co/inQoqnqhb6,2,positive,Cute gbuo gị dịa!
@user Nyem location for the very last time be4 otolo agbagbue gi ooh,2,positive,Nyem location for the very last time be otolo agbagbue gi ooh
"@user Hahahaha, """"""""Bia Ada, kee onye nwuru?""""""""😂😂😂",2,positive,"Hahahaha, """"""""Bia Ada, kee onye nwuru?""""""""😂😂😂"
@user One Nigeria gbasaa gi azu ike😅😏,2,positive,One Nigeria gbasaa gi azu ike😅😏
Amaghị m ihe ọjọọ a na-esi na mmanụ ndị a ebe a ... nke a bụ igbo post ... gerrout of here shit,2,positive,Amaghị m ihe ọjọọ a na-esi na mmanụ ndị a ebe a ... nke a bụ igbo post ... gerrout of here shit
@user Ah! Lagos?! 🙆‍♂️ Ama na unu pasa very well Maka ife ndi eme that side di go too much Maka chi eh! Chi zoba unu 🙏 Umuaka ahu enwero conscience,2,positive,Ah! Lagos?! 🙆‍♂️ Ama na unu pasa very well Maka ife ndi eme that side di go too much Maka chi eh! Chi zoba unu 🙏 Umuaka ahu enwero conscience
😂😂 ubochi adiro mma https://t.co/5Mo6tCx7hs,2,positive,😂😂 ubochi adiro mma
We wake up every day and unlock a new level of Iberibe Ndị ìgbo si Nwata pụọ n'ilo kwugherie Okenye nọ nso a'mapuya ajụ n'anya https://t.co/1vQwGNM5ew,2,positive,We wake up every day and unlock a new level of Iberibe Ndị ìgbo si Nwata pụọ n'ilo kwugherie Okenye nọ nso a'mapuya ajụ n'anya
@user Nwanne Otolo gbagbuo gi,2,positive,Nwanne Otolo gbagbuo gi
Once upon a time in the land of ụmụ anụmanụ https://t.co/8fwTPdTclr,2,positive,Once upon a time in the land of ụmụ anụmanụ
@user @user @user @user Ntị ga eche nwoke nkwụ ọkụ ahụ,2,positive,Ntị ga eche nwoke nkwụ ọkụ ahụ
